H	355_Anlg	353_Anlg	460_Anlg	532_Anlg	530_Anlg	355_Anlg_Molec	532_Anlg_Molec		MolecExt355_Anlg	MolecBack355_Anlg	MolecExt353_Anlg	MolecBack353_Anlg	MolecExt460_Anlg	MolecBack460_Anlg	MolecExt532_Anlg	MolecBack532_Anlg	MolecExt530_Anlg	MolecBack530_Anlg
26966.25	-6.0303556E-5	-3.1115313E-5	-3.1867016E-5	-1.0972067E-5	8.9002678E-5	0	0		0	0	0	0	0	0	0	0	0	0
26970	8.3323297E-5	1.9761012E-6	6.4505404E-5	-2.289882E-5	4.6034422E-5	0	0		0	0	0	0	0	0	0	0	0	0
26973.75	2.9147088E-5	-2.3900692E-5	-2.9976839E-5	6.8016047E-5	4.5022778E-5	0	0		0	0	0	0	0	0	0	0	0	0
26977.5	0.00012245795	-4.4772509E-5	1.6237308E-6	4.8049385E-5	1.9465451E-5	0	0		0	0	0	0	0	0	0	0	0	0
26981.25	-7.1617997E-5	-1.9107422E-6	9.2272375E-5	0.00010467484	-4.7755643E-5	0	0		0	0	0	0	0	0	0	0	0	0
26985	-0.00016812353	-3.4015863E-6	1.1979773E-5	0.00016398913	-3.5775646E-5	0	0		0	0	0	0	0	0	0	0	0	0
26988.75	-5.6709557E-5	-4.1444732E-5	1.6691905E-5	0.00017602238	8.1510095E-6	0	0		0	0	0	0	0	0	0	0	0	0
26992.5	8.9180184E-5	-4.9564508E-5	5.9099075E-6	3.729401E-5	-6.3048536E-6	0	0		0	0	0	0	0	0	0	0	0	0
26996.25	-6.7491554E-5	-9.2318515E-6	-8.7507447E-5	-2.9655852E-7	-4.4796614E-7	0	0		0	0	0	0	0	0	0	0	0	0
27000	-0.00016878908	3.0515116E-5	-1.6665731E-5	0.00013387941	5.0187488E-5	0	0		0	0	0	0	0	0	0	0	0	0
27003.75	7.879752E-5	3.2937738E-5	3.6472211E-5	0.00010275804	7.4413704E-5	0	0		0	0	0	0	0	0	0	0	0	0
27007.5	0.00014375573	5.2398577E-5	2.6914836E-5	8.5852931E-5	1.837394E-5	0	0		0	0	0	0	0	0	0	0	0	0
27011.25	5.4970637E-5	3.8262181E-5	5.1992963E-5	0.00011061159	-5.2574264E-5	0	0		0	0	0	0	0	0	0	0	0	0
27015	6.5885746E-5	3.7463515E-5	0.00014389285	9.4638262E-5	-3.0371336E-5	0	0		0	0	0	0	0	0	0	0	0	0
27018.75	-6.7225332E-5	-3.0156913E-5	6.5170959E-5	9.9243905E-5	4.48098E-5	0	0		0	0	0	0	0	0	0	0	0	0
27022.5	-0.00010795732	-6.8890965E-6	-0.00012118455	0.00014199918	-6.8756608E-7	0	0		0	0	0	0	0	0	0	0	0	0
27026.25	3.7799308E-5	4.8005912E-5	4.2327079E-6	0.00015778616	-5.0737331E-5	0	0		0	0	0	0	0	0	0	0	0	0
27030	1.570287E-5	4.8777956E-5	0.00013255179	0.00015485771	4.8643399E-5	0	0		0	0	0	0	0	0	0	0	0	0
27033.75	1.3972426E-5	-9.5246959E-6	-5.9369784E-6	0.00016321709	-2.4940404E-5	0	0		0	0	0	0	0	0	0	0	0	0
27037.5	6.5619524E-5	-1.966776E-5	-9.3231223E-5	0.00016201909	-4.6318044E-5	0	0		0	0	0	0	0	0	0	0	0	0
27041.25	0.00016798194	2.3513474E-5	-4.4461343E-6	0.00013395927	0.00010439032	0	0		0	0	0	0	0	0	0	0	0	0
27045	2.1160424E-5	1.337041E-5	1.5813372E-5	9.5756395E-5	0.00015044675	0	0		0	0	0	0	0	0	0	0	0	0
27048.75	0.00018049438	6.2090335E-6	-5.6732166E-5	0.00012312403	4.4437089E-5	0	0		0	0	0	0	0	0	0	0	0	0
27052.5	0.00028924613	4.0312092E-5	-2.6276351E-5	0.00011686781	-3.3246536E-5	0	0		0	0	0	0	0	0	0	0	0	0
27056.25	-6.8423332E-5	3.6664848E-5	-2.2631127E-6	0.00022008214	5.3568509E-5	0	0		0	0	0	0	0	0	0	0	0	0
27060	-0.00014802376	-1.0243496E-5	-7.8615627E-5	0.00021909712	0.00010721227	0	0		0	0	0	0	0	0	0	0	0	0
27063.75	9.5702627E-5	3.669147E-5	-6.5810341E-5	8.968653E-5	1.3395586E-5	0	0		0	0	0	0	0	0	0	0	0	0
27067.5	5.7366637E-5	7.7716304E-5	6.4955962E-6	5.5264005E-5	7.1926097E-6	0	0		0	0	0	0	0	0	0	0	0	0
27071.25	5.284086E-5	6.6827818E-5	-1.2406177E-5	4.7437074E-5	-9.9787193E-6	0	0		0	0	0	0	0	0	0	0	0	0
27075	3.433842E-5	5.2584933E-5	6.7886425E-5	2.8189212E-5	-4.5652488E-5	0	0		0	0	0	0	0	0	0	0	0	0
27078.75	0.00014841461	4.3000935E-5	0.00018124382	5.292125E-5	3.8660068E-5	0	0		0	0	0	0	0	0	0	0	0	0
27082.5	0.00010967929	5.4608221E-5	6.3200915E-5	9.1010836E-6	3.2270737E-5	0	0		0	0	0	0	0	0	0	0	0	0
27086.25	2.4754423E-5	7.6172216E-5	7.7630156E-5	5.9862843E-6	-5.1642487E-5	0	0		0	0	0	0	0	0	0	0	0	0
27090	-4.3664671E-5	7.718386E-5	0.00014833876	5.2335562E-5	-0.00011891683	0	0		0	0	0	0	0	0	0	0	0	0
27093.75	-4.3132227E-5	2.2661563E-5	5.7557006E-5	7.9170755E-5	-4.2803911E-5	0	0		0	0	0	0	0	0	0	0	0	0
27097.5	-1.6776233E-5	3.6185648E-5	3.1706834E-5	7.9916177E-5	8.4743124E-5	0	0		0	0	0	0	0	0	0	0	0	0
27101.25	8.1725964E-5	3.2139071E-5	4.2327079E-6	0.00011492439	9.7149076E-5	0	0		0	0	0	0	0	0	0	0	0	0
27105	-1.7042456E-5	5.1733022E-5	3.3541748E-6	6.6418714E-5	0.00013151836	0	0		0	0	0	0	0	0	0	0	0	0
27108.75	0.0001253864	6.781284E-5	4.7094475E-5	5.1536895E-5	5.5645042E-5	0	0		0	0	0	0	0	0	0	0	0	0
27112.5	-9.0120437E-5	2.0318808E-5	7.3475071E-6	8.8648264E-5	-1.4504496E-5	0	0		0	0	0	0	0	0	0	0	0	0
27116.25	-0.00018596041	-5.2146863E-5	6.5517048E-5	0.00011151675	1.1079453E-5	0	0		0	0	0	0	0	0	0	0	0	0
27120	2.3423312E-5	-8.3747433E-5	0.00013175312	8.6225642E-5	3.9713216E-6	0	0		0	0	0	0	0	0	0	0	0	0
27123.75	-4.0470005E-5	-6.785397E-5	4.0572032E-5	8.6411998E-5	-1.7524547E-6	0	0		0	0	0	0	0	0	0	0	0	0
27127.5	-3.7313478E-6	3.6718093E-5	5.952705E-5	8.1433643E-5	0.00010814405	0	0		0	0	0	0	0	0	0	0	0	0
27131.25	0.00012645129	6.2302042E-5	0.00010023242	0.00011154337	5.1838065E-5	0	0		0	0	0	0	0	0	0	0	0	0
27135	0.00011433818	1.5020987E-5	3.6072878E-5	0.00014444843	-3.4338047E-5	0	0		0	0	0	0	0	0	0	0	0	0
27138.75	0.00019593527	-1.2320028E-5	4.0598654E-5	0.00012094101	4.2174201E-5	0	0		0	0	0	0	0	0	0	0	0	0
27142.5	3.9662864E-5	8.2323219E-6	6.5091093E-5	6.8229024E-5	7.352343E-6	0	0		0	0	0	0	0	0	0	0	0	0
27146.25	-0.00025917151	7.0528306E-5	2.4545458E-5	2.9999523E-5	-1.6873873E-5	0	0		0	0	0	0	0	0	0	0	0	0
27150	-0.00012619354	-1.8029821E-7	-8.5992E-6	6.4821381E-5	3.1338959E-5	0	0		0	0	0	0	0	0	0	0	0	0
27153.75	-5.1518225E-5	3.6266786E-6	5.5720073E-5	0.00016010229	7.5105882E-5	0	0		0	0	0	0	0	0	0	0	0	0
27157.5	-7.7474885E-5	8.9776168E-5	7.7470423E-5	0.00011718728	2.5615183E-5	0	0		0	0	0	0	0	0	0	0	0	0
27161.25	-7.4679552E-5	0.00010825199	0.00011716415	0.00015661478	2.8798108E-6	0	0		0	0	0	0	0	0	0	0	0	0
27165	4.7877612E-6	7.9128553E-6	0.00012232886	0.00013129705	4.1189179E-5	0	0		0	0	0	0	0	0	0	0	0	0
27168.75	0.00011553618	2.6202317E-5	-1.4216487E-5	7.8132488E-5	4.4250734E-5	0	0		0	0	0	0	0	0	0	0	0	0
27172.5	-0.00015521175	0.00010308728	-8.2821937E-5	9.0565063E-5	1.5818208E-5	0	0		0	0	0	0	0	0	0	0	0	0
27176.25	-0.00019953774	7.1859417E-5	-8.5992E-6	8.199271E-5	2.2142554E-6	0	0		0	0	0	0	0	0	0	0	0	0
27180	-9.6243547E-5	5.892102E-5	-2.6092015E-6	6.4741514E-5	-9.8284608E-5	0	0		0	0	0	0	0	0	0	0	0	0
27183.75	-2.2899343E-5	5.5460132E-5	-7.2332784E-5	0.00010518066	-0.00011939603	0	0		0	0	0	0	0	0	0	0	0	0
27187.5	-5.0187114E-5	3.1713116E-5	-7.5873539E-5	0.00011340692	-1.8950406E-5	0	0		0	0	0	0	0	0	0	0	0	0
27191.25	1.8365091E-5	-6.1278283E-5	-9.3337712E-5	0.00011372639	8.0217347E-5	0	0		0	0	0	0	0	0	0	0	0	0
27195	7.6933965E-5	-2.5950603E-5	-4.3396455E-6	5.6595116E-5	4.9335577E-5	0	0		0	0	0	0	0	0	0	0	0	0
27198.75	-4.2376171E-9	5.4208888E-5	0.00010292126	0.00010797599	-3.0835655E-6	0	0		0	0	0	0	0	0	0	0	0	0
27202.5	-4.4596449E-5	2.9929428E-5	5.0559775E-7	0.00013635527	1.7255807E-5	0	0		0	0	0	0	0	0	0	0	0	0
27206.25	4.0328419E-5	2.082463E-5	-7.1267895E-5	7.8611688E-5	5.3249043E-5	0	0		0	0	0	0	0	0	0	0	0	0
27210	1.060651E-6	-2.6349936E-5	-7.7843583E-5	7.6455289E-5	3.2084381E-5	0	0		0	0	0	0	0	0	0	0	0	0
27213.75	0.00011180907	-2.6190203E-5	-2.0073375E-5	4.1154231E-5	6.1342196E-5	0	0		0	0	0	0	0	0	0	0	0	0
27217.5	0.0002011266	2.3619962E-5	5.1061185E-5	2.4275746E-5	0.0001150392	0	0		0	0	0	0	0	0	0	0	0	0
27221.25	0.00019819816	9.9093944E-5	2.060537E-5	8.7822975E-5	3.5412158E-5	0	0		0	0	0	0	0	0	0	0	0	0
27225	0.00022814815	9.0841057E-5	-0.0001003926	0.00017043171	-7.8557547E-5	0	0		0	0	0	0	0	0	0	0	0	0
27228.75	3.8597975E-5	1.9679875E-5	-9.0249535E-5	0.00018762966	-7.9249724E-5	0	0		0	0	0	0	0	0	0	0	0	0
27232.5	-8.0290408E-7	-4.0033755E-5	-3.6312926E-5	7.8851288E-5	-8.4654034E-5	0	0		0	0	0	0	0	0	0	0	0	0
27236.25	-5.4180446E-5	0.00010755981	-4.0838703E-5	-4.1108415E-5	-7.8344569E-5	0	0		0	0	0	0	0	0	0	0	0	0
27240	5.7233526E-5	6.9330307E-5	-9.5866823E-5	1.3094416E-5	-2.7948715E-5	0	0		0	0	0	0	0	0	0	0	0	0
27243.75	0.00012951284	-5.824335E-5	-9.3497445E-5	0.00012203252	8.253348E-5	0	0		0	0	0	0	0	0	0	0	0	0
27247.5	2.1692868E-5	2.2821296E-5	-0.00010712802	0.00012168643	7.0420372E-5	0	0		0	0	0	0	0	0	0	0	0	0
27251.25	-0.00014948798	5.9240487E-5	-5.2951811E-5	7.094449E-5	3.8260735E-5	0	0		0	0	0	0	0	0	0	0	0	0
27255	0.00016691705	-8.3161744E-5	9.7836418E-5	5.8458671E-5	8.4130813E-5	0	0		0	0	0	0	0	0	0	0	0	0
27258.75	-2.0370233E-5	-5.5794106E-5	0.00019700417	7.7946133E-5	3.543878E-5	0	0		0	0	0	0	0	0	0	0	0	0
27262.5	-2.2899343E-5	1.6085875E-5	9.6611796E-5	0.00013308074	-4.4560977E-5	0	0		0	0	0	0	0	0	0	0	0	0
27266.25	0.00010289063	-2.5817492E-5	7.2492069E-5	8.6571731E-5	8.2308761E-6	0	0		0	0	0	0	0	0	0	0	0	0
27270	-4.845667E-5	1.265161E-5	6.6368959E-5	4.9380496E-5	6.8077617E-5	0	0		0	0	0	0	0	0	0	0	0	0
27273.75	-7.1922358E-6	2.0159074E-5	6.4505404E-5	8.0395377E-5	7.4733171E-5	0	0		0	0	0	0	0	0	0	0	0	0
27277.5	-5.4446668E-5	2.1358345E-6	4.3713454E-5	0.00010661826	9.4247255E-5	0	0		0	0	0	0	0	0	0	0	0	0
27281.25	-8.0137106E-5	4.5796268E-5	-4.9253342E-6	0.00013305412	3.8127624E-5	0	0		0	0	0	0	0	0	0	0	0	0
27285	4.6546501E-6	0.00013077438	-5.5294566E-5	0.00012650505	2.1834828E-5	0	0		0	0	0	0	0	0	0	0	0	0
27288.75	-0.0001305862	0.00012827189	-7.9627271E-5	8.4788042E-5	1.2889764E-5	0	0		0	0	0	0	0	0	0	0	0	0
27292.5	7.1837606E-6	-2.4672737E-5	8.0396848E-6	4.823574E-5	1.1493668E-6	0	0		0	0	0	0	0	0	0	0	0	0
27296.25	-0.00011181754	-3.7797489E-5	2.3425306E-6	0.00011561657	2.7733219E-6	0	0		0	0	0	0	0	0	0	0	0	0
27300	1.0910871E-5	1.7496853E-5	-2.867235E-5	0.00010398266	5.0533577E-5	0	0		0	0	0	0	0	0	0	0	0	0
27303.75	1.210887E-5	6.7599863E-5	-3.2747569E-6	8.3776398E-5	2.5428827E-5	0	0		0	0	0	0	0	0	0	0	0	0
27307.5	-5.7641334E-5	-2.5125314E-5	-2.518484E-5	3.8625121E-5	7.2283927E-5	0	0		0	0	0	0	0	0	0	0	0	0
27311.25	-0.00017531153	-4.8765842E-5	-4.4592435E-5	0.00012373634	0.00010646685	0	0		0	0	0	0	0	0	0	0	0	0
27315	8.2258408E-5	9.3050701E-5	-1.1820488E-5	0.00012977959	5.6496953E-5	0	0		0	0	0	0	0	0	0	0	0	0
27318.75	7.4804188E-5	7.7157238E-5	-1.4644462E-6	9.8791328E-5	1.3129364E-5	0	0		0	0	0	0	0	0	0	0	0	0
27322.5	9.2774184E-5	-2.4433137E-5	3.3703501E-5	9.2189018E-5	2.6919671E-5	0	0		0	0	0	0	0	0	0	0	0	0
27326.25	0.00012565262	-3.3298334E-5	7.6137293E-6	7.8372088E-5	-4.5477873E-6	0	0		0	0	0	0	0	0	0	0	0	0
27330	-8.3331772E-5	-5.2945529E-5	-8.5004959E-5	0.00012480123	0.00012334534	0	0		0	0	0	0	0	0	0	0	0	0
27333.75	-5.8440001E-5	-7.5280297E-6	-7.1986695E-5	0.00010038866	0.00016138848	0	0		0	0	0	0	0	0	0	0	0	0
27337.5	1.060651E-6	3.5734342E-6	1.8342482E-5	8.6278886E-5	5.7082642E-5	0	0		0	0	0	0	0	0	0	0	0	0
27341.25	3.6068864E-5	4.1430225E-5	9.2378864E-5	0.00014902745	-3.2767336E-5	0	0		0	0	0	0	0	0	0	0	0	0
27345	-9.4379992E-5	6.7147285E-5	4.943723E-5	0.00012072803	8.3906094E-6	0	0		0	0	0	0	0	0	0	0	0	0
27348.75	-3.3320146E-6	1.8721475E-5	-1.4030132E-5	8.4601687E-5	3.5518647E-5	0	0		0	0	0	0	0	0	0	0	0	0
27352.5	-0.00012246643	-1.3331673E-5	1.0755151E-5	0.00013678123	4.7285666E-5	0	0		0	0	0	0	0	0	0	0	0	0
27356.25	-0.00012699221	-5.7975857E-6	8.1676733E-5	5.7633383E-5	1.9385584E-5	0	0		0	0	0	0	0	0	0	0	0	0
27360	-6.2604583E-6	1.1240632E-5	2.4066259E-5	3.1117656E-5	1.2570297E-5	0	0		0	0	0	0	0	0	0	0	0	0
27363.75	-0.00013258287	-2.6988869E-5	-5.6359455E-5	6.5726536E-5	1.4620208E-5	0	0		0	0	0	0	0	0	0	0	0	0
27367.5	-4.7125559E-5	-4.0965532E-5	-4.7441012E-5	0.00010829546	7.5877926E-5	0	0		0	0	0	0	0	0	0	0	0	0
27371.25	8.7050407E-5	5.0827867E-5	1.0648662E-5	0.0001138595	1.7522029E-5	0	0		0	0	0	0	0	0	0	0	0	0
27375	-0.00011980421	6.8904351E-5	7.0974602E-5	0.0001260791	1.3954652E-5	0	0		0	0	0	0	0	0	0	0	0	0
27378.75	7.8531298E-5	-4.7461353E-5	2.6834969E-5	0.00014639185	6.078313E-5	0	0		0	0	0	0	0	0	0	0	0	0
27382.5	2.3822645E-5	-6.5857304E-5	-2.3960218E-5	0.00014418221	4.7019444E-5	0	0		0	0	0	0	0	0	0	0	0	0
27386.25	-0.00010729177	-9.8441625E-6	-3.4103282E-5	0.00010898764	-3.5882135E-5	0	0		0	0	0	0	0	0	0	0	0	0
27390	-0.00019687552	1.9706497E-5	2.6619972E-6	-3.9857171E-5	-5.3996982E-6	0	0		0	0	0	0	0	0	0	0	0	0
27393.75	-3.8872672E-5	2.2501829E-5	9.9564843E-6	1.3094416E-5	8.7325479E-5	0	0		0	0	0	0	0	0	0	0	0	0
27397.5	3.5802642E-5	-4.8579486E-5	-8.4525759E-5	0.00012621221	5.958513E-5	0	0		0	0	0	0	0	0	0	0	0	0
27401.25	6.388908E-5	-4.1284999E-5	-0.00012174362	6.0694937E-5	4.5102645E-5	0	0		0	0	0	0	0	0	0	0	0	0
27405	-5.7508223E-5	6.456493E-5	-0.00011514131	1.9190903E-5	7.124566E-5	0	0		0	0	0	0	0	0	0	0	0	0
27408.75	-1.4247123E-5	2.1358345E-6	-5.6652299E-5	0.00013065812	3.2590203E-5	0	0		0	0	0	0	0	0	0	0	0	0
27412.5	1.3173759E-5	-5.3291618E-5	2.7527147E-5	9.5463551E-5	1.8746651E-5	0	0		0	0	0	0	0	0	0	0	0	0
27416.25	4.1526419E-5	9.2972105E-6	8.7373887E-5	0.00010233208	6.0744767E-6	0	0		0	0	0	0	0	0	0	0	0	0
27420	-9.1584659E-5	1.6032631E-5	5.0342385E-5	0.00018233184	1.7255807E-5	0	0		0	0	0	0	0	0	0	0	0	0
27423.75	-6.9887553E-5	-6.6682593E-5	1.5999727E-5	0.00012458825	2.1541984E-5	0	0		0	0	0	0	0	0	0	0	0	0
27427.5	-3.0353563E-5	-9.3915848E-6	2.3347459E-5	4.4801475E-5	4.6939578E-5	0	0		0	0	0	0	0	0	0	0	0	0
27431.25	-1.8906011E-5	6.3925997E-5	7.9864403E-6	5.1297295E-5	-3.3006936E-5	0	0		0	0	0	0	0	0	0	0	0	0
27435	7.849316E-6	8.6634747E-5	1.4189417E-5	7.046529E-5	6.9461972E-5	0	0		0	0	0	0	0	0	0	0	0	0
27438.75	0.00010129329	6.5390219E-5	8.5377221E-5	5.7926227E-5	0.00014847671	0	0		0	0	0	0	0	0	0	0	0	0
27442.5	7.5203521E-5	5.2506338E-6	-1.3471065E-5	0.0001626314	-6.3048536E-6	0	0		0	0	0	0	0	0	0	0	0	0
27446.25	-7.5078885E-5	1.3904125E-6	-6.8632296E-5	0.00020855472	-7.8690658E-5	0	0		0	0	0	0	0	0	0	0	0	0
27450	-0.00016253286	-9.0721182E-6	2.9843279E-5	0.00012378959	1.9971273E-5	0	0		0	0	0	0	0	0	0	0	0	0
27453.75	-0.00025997017	-1.6606205E-5	5.8222561E-5	5.3932895E-5	6.6400417E-5	0	0		0	0	0	0	0	0	0	0	0	0
27457.5	-2.4363565E-5	3.0594983E-5	-9.5999934E-5	4.7463696E-5	5.0628325E-6	0	0		0	0	0	0	0	0	0	0	0	0
27461.25	2.4887534E-5	2.4205651E-5	-8.7534069E-5	3.4099344E-5	-0.00012381531	0	0		0	0	0	0	0	0	0	0	0	0
27465	0.00017769905	-1.3358295E-5	-7.614178E-6	3.958352E-5	-0.00010446096	0	0		0	0	0	0	0	0	0	0	0	0
27468.75	3.8331753E-5	2.0771385E-5	-3.2399461E-5	9.3040929E-5	1.861354E-5	0	0		0	0	0	0	0	0	0	0	0	0
27472.5	4.5253529E-5	4.9177289E-5	1.7463949E-5	0.00012637194	-1.4025296E-5	0	0		0	0	0	0	0	0	0	0	0	0
27476.25	-0.0001040971	-2.4619492E-5	7.1480424E-5	7.9996044E-5	-7.5549236E-5	0	0		0	0	0	0	0	0	0	0	0	0
27480	-0.00027248261	-2.784078E-5	4.73853E-6	5.1803117E-5	5.2663354E-5	0	0		0	0	0	0	0	0	0	0	0	0
27483.75	9.9296626E-5	8.1416792E-5	-7.6965049E-5	0.00012866145	7.8673258E-5	0	0		0	0	0	0	0	0	0	0	0	0
27487.5	6.1359969E-5	8.8019102E-5	-1.9274708E-5	0.00013819221	5.0373843E-5	0	0		0	0	0	0	0	0	0	0	0	0
27491.25	-7.9072218E-5	1.0095877E-5	7.2119358E-5	0.00016449496	3.2111003E-5	0	0		0	0	0	0	0	0	0	0	0	0
27495	3.8331753E-5	-1.5912756E-6	3.9664858E-6	0.00017881771	-6.9704089E-6	0	0		0	0	0	0	0	0	0	0	0	0
27498.75	0.00012605195	5.6285421E-5	-5.8755454E-5	0.0001138595	5.9679878E-6	0	0		0	0	0	0	0	0	0	0	0	0
27502.5	5.9363303E-5	1.7523475E-5	-9.956933E-6	0.00014639185	-2.7442893E-5	0	0		0	0	0	0	0	0	0	0	0	0
27506.25	8.5719296E-5	-1.3145317E-5	-6.3363116E-6	0.00015389931	-5.5183241E-5	0	0		0	0	0	0	0	0	0	0	0	0
27510	7.3206855E-5	-1.4689406E-5	-5.6625677E-5	8.619902E-5	-4.3496089E-5	0	0		0	0	0	0	0	0	0	0	0	0
27513.75	0.00012977906	-6.5724193E-5	-4.5976791E-5	7.73072E-5	-1.8045251E-5	0	0		0	0	0	0	0	0	0	0	0	0
27517.5	0.00014575239	-1.9348293E-5	8.4605177E-5	4.6478674E-5	4.0869712E-5	0	0		0	0	0	0	0	0	0	0	0	0
27521.25	3.6867531E-5	2.6495162E-5	8.4551932E-5	6.3303914E-5	1.6936341E-5	0	0		0	0	0	0	0	0	0	0	0	0
27525	3.9529752E-5	7.6466332E-6	5.2709743E-6	4.8209118E-5	-6.8281371E-5	0	0		0	0	0	0	0	0	0	0	0	0
27528.75	-1.87729E-5	3.980627E-5	3.2743082E-6	3.5962899E-5	-2.4035249E-5	0	0		0	0	0	0	0	0	0	0	0	0
27532.5	5.5636193E-5	0.00010393919	7.2066113E-5	0.00011420559	7.5798059E-5	0	0		0	0	0	0	0	0	0	0	0	0
27536.25	-1.384779E-5	0.00010188928	0.00010366668	0.00012352337	0.00010486952	0	0		0	0	0	0	0	0	0	0	0	0
27540	-0.00013724176	-1.6366605E-5	9.2645086E-5	0.00014354327	1.4034519E-5	0	0		0	0	0	0	0	0	0	0	0	0
27543.75	-4.2866005E-5	-1.2027184E-5	0.00010853855	0.00016028865	-2.8534404E-5	0	0		0	0	0	0	0	0	0	0	0	0
27547.5	1.077776E-5	-3.9421444E-5	6.9962958E-5	0.00015227536	4.5501978E-5	0	0		0	0	0	0	0	0	0	0	0	0
27551.25	6.8547967E-5	-6.316846E-5	-3.0908617E-5	0.00014130701	8.5861257E-5	0	0		0	0	0	0	0	0	0	0	0	0
27555	0.00012006195	8.1790775E-6	-6.2828653E-5	4.2751564E-5	9.7483424E-6	0	0		0	0	0	0	0	0	0	0	0	0
27558.75	0.00010888062	2.7586673E-5	-7.8881849E-5	7.7440311E-5	5.4154198E-5	0	0		0	0	0	0	0	0	0	0	0	0
27562.5	2.5819311E-5	1.8402008E-5	-8.7241225E-5	0.00010334373	8.5142457E-5	0	0		0	0	0	0	0	0	0	0	0	0
27566.25	-2.7691342E-5	2.1383696E-5	3.0109501E-5	8.9819641E-5	8.7245612E-5	0	0		0	0	0	0	0	0	0	0	0	0
27570	0.00010089396	5.1599911E-5	2.1111193E-5	0.00011250177	9.3981032E-5	0	0		0	0	0	0	0	0	0	0	0	0
27573.75	-5.5777779E-5	8.365433E-6	-3.8788792E-5	4.173992E-5	8.8683212E-5	0	0		0	0	0	0	0	0	0	0	0	0
27577.5	-4.8989114E-5	-0.00012817991	-1.8637794E-6	0.00011308746	3.1898026E-5	0	0		0	0	0	0	0	0	0	0	0	0
27581.25	6.6285079E-5	-7.6532812E-5	3.9799988E-5	0.0001516098	-4.3176622E-5	0	0		0	0	0	0	0	0	0	0	0	0
27585	0.00013989551	7.0741284E-5	2.1295529E-6	0.00010310413	-7.2620792E-5	0	0		0	0	0	0	0	0	0	0	0	0
27588.75	0.00016252439	5.1094089E-5	-5.44959E-5	0.00011548346	-2.6031915E-5	0	0		0	0	0	0	0	0	0	0	0	0
27592.5	6.3755969E-5	3.8396563E-6	-0.00014493157	6.6184124E-7	1.368843E-5	0	0		0	0	0	0	0	0	0	0	0	0
27596.25	-0.00010023688	-9.3117181E-6	-0.00013715788	5.1536895E-5	8.6834538E-6	0	0		0	0	0	0	0	0	0	0	0	0
27600	-2.2671259E-6	-4.4639398E-5	-1.2219821E-5	0.00011508412	5.6485212E-6	0	0		0	0	0	0	0	0	0	0	0	0
27603.75	-2.4629787E-5	-3.6665372E-7	-3.6392793E-5	5.316085E-5	-4.4507733E-5	0	0		0	0	0	0	0	0	0	0	0	0
27607.5	5.9097081E-5	3.9114092E-5	-0.00014349397	3.1809833E-5	-2.3076849E-5	0	0		0	0	0	0	0	0	0	0	0	0
27611.25	5.0977305E-5	4.5183957E-5	-0.00011748406	4.3124275E-5	2.7733219E-6	0	0		0	0	0	0	0	0	0	0	0	0
27615	-1.5844456E-5	1.8774719E-5	-6.7327807E-5	-1.7228288E-5	6.3631707E-5	0	0		0	0	0	0	0	0	0	0	0	0
27618.75	-4.2599782E-5	8.7007458E-5	-3.1254705E-5	-1.8665887E-5	4.1615134E-5	0	0		0	0	0	0	0	0	0	0	0	0
27622.5	2.2225312E-5	0.00010702736	-1.136791E-5	6.5140847E-5	5.1693213E-6	0	0		0	0	0	0	0	0	0	0	0	0
27626.25	1.7262064E-6	7.1886039E-5	8.199418E-6	9.5436929E-5	-8.1684086E-6	0	0		0	0	0	0	0	0	0	0	0	0
27630	-4.9920892E-5	4.6435201E-5	-8.1224604E-5	1.9723348E-5	9.2957648E-6	0	0		0	0	0	0	0	0	0	0	0	0
27633.75	0.00012285729	3.536036E-5	-3.6046704E-5	6.5939514E-5	-8.7103278E-5	0	0		0	0	0	0	0	0	0	0	0	0
27637.5	2.791095E-6	1.4967742E-5	3.0908168E-5	0.00013105745	-0.00014111975	0	0		0	0	0	0	0	0	0	0	0	0
27641.25	-0.00015747464	6.2807864E-5	-3.7963504E-5	3.5723299E-5	4.636877E-6	0	0		0	0	0	0	0	0	0	0	0	0
27645	-9.7441547E-5	0.00011969954	-0.00011058891	2.1160947E-5	4.1774868E-5	0	0		0	0	0	0	0	0	0	0	0	0
27648.75	1.6501536E-5	0.00012089754	5.1460518E-5	0.00012115399	2.258025E-5	0	0		0	0	0	0	0	0	0	0	0	0
27652.5	-7.4013997E-5	7.7583193E-5	0.00016561658	0.00018025531	-4.5892088E-5	0	0		0	0	0	0	0	0	0	0	0	0
27656.25	0.00017996194	3.1741009E-6	3.2452256E-5	0.00020139335	-5.4198219E-5	0	0		0	0	0	0	0	0	0	0	0	0
27660	0.00016279061	-1.2852473E-5	-1.5547598E-5	0.00016079447	2.2674998E-6	0	0		0	0	0	0	0	0	0	0	0	0
27663.75	0.0002383977	2.1570052E-5	4.6775008E-5	0.00018981268	3.5651758E-5	0	0		0	0	0	0	0	0	0	0	0	0
27667.5	0.00016851439	6.264813E-5	1.0914884E-5	0.00011191608	4.0470379E-5	0	0		0	0	0	0	0	0	0	0	0	0
27671.25	5.1775972E-5	3.6292137E-5	-4.8186434E-5	0.00011037199	4.0177535E-5	0	0		0	0	0	0	0	0	0	0	0	0
27675	-4.5528226E-5	7.5959238E-5	-3.5860349E-5	0.00018523366	0.00011221725	0	0		0	0	0	0	0	0	0	0	0	0
