H	Ext	Back	LR	SR	Back_sp	LR_sp	SR_sp	
3408.75	0.00023855812	5.2309673E-6	45.604972	5.0340977	5.2821027E-6	45.163476	5.0735331	
3412.5	0.00021234301	5.493158E-6	38.655909	5.2371408	5.2705424E-6	40.288645	5.0654266	
3416.25	0.00017362756	5.525377E-6	31.423659	5.2628411	5.2662731E-6	32.969723	5.0629419	
3420	0.00010069837	5.2511448E-6	19.176461	5.0520767	5.2750243E-6	19.089651	5.0705035	
3423.75	4.6356767E-5	5.0396898E-6	9.1983374	4.8896805	5.2750098E-6	8.7879964	5.0713027	
3427.5	5.2640318E-5	5.0264453E-6	10.472673	4.8802309	5.2614825E-6	10.004845	5.0616709	
3431.25	3.9006209E-5	5.2304578E-6	7.4575134	5.0385254	5.2472871E-6	7.4335953	5.0515196	
3435	-3.4548475E-5	5.2625675E-6	-6.5649467	5.0641276	5.2316939E-6	-6.6036882	5.0402848	
3438.75	-0.00010143857	5.1170479E-6	-19.82365	4.9525348	5.1973257E-6	-19.517454	5.0145434	
3442.5	-0.00011205501	5.122157E-6	-21.876528	4.9572702	5.1665725E-6	-21.688462	4.9915847	
3446.25	-7.1184243E-5	5.1773685E-6	-13.749117	5.0007235	5.1581643E-6	-13.800306	4.9858837	
3450	-3.784687E-5	5.085239E-6	-7.4424957	4.9303163	5.1490344E-6	-7.3502849	4.9796229	
3453.75	-1.4880372E-5	5.0877627E-6	-2.9247378	4.9330521	5.135956E-6	-2.8972935	4.9703074	
3457.5	3.6664817E-6	5.1972056E-6	0.70547175	5.0184586	5.1362256E-6	0.71384748	4.9713092	
3461.25	9.3580898E-6	5.2704846E-6	1.7755653	5.0759322	5.1342991E-6	1.8226616	4.9706131	
3465	4.3529986E-5	5.2835268E-6	8.2388124	5.0868356	5.1184339E-6	8.5045518	4.9591354	
3468.75	0.00011204581	5.3326172E-6	21.011412	5.1256327	5.1196307E-6	21.885527	4.9608536	
3472.5	0.00016788138	5.1740429E-6	32.446848	5.0037517	5.1367286E-6	32.682549	4.9748773	
3476.25	0.0001901301	4.8330926E-6	39.339222	4.7406686	5.1440146E-6	36.961424	4.9813129	
3480	0.00017784929	4.8987498E-6	36.305037	4.7922454	5.1439987E-6	34.574133	4.9820988	
3483.75	0.00018309397	5.2578077E-6	34.823253	5.0710178	5.1317918E-6	35.67837	4.9734462	
3487.5	0.00021649845	5.2081007E-6	41.569559	5.0333403	5.1306652E-6	42.196955	4.9733714	
3491.25	0.00022854013	4.9517882E-6	46.15305	4.8356131	5.1503831E-6	44.373423	4.9894431	
3495	0.00022383501	5.1314395E-6	43.620316	4.9755688	5.1601799E-6	43.377366	4.9978353	
3498.75	0.00021434133	5.2568511E-6	40.773711	5.0735505	5.1649176E-6	41.499467	5.0023109	
3502.5	0.00019804819	5.1786506E-6	38.243205	5.0137605	5.1793378E-6	38.23813	5.0142932	
3506.25	0.00016786453	5.1941289E-6	32.31813	5.026568	5.1928542E-6	32.326064	5.0255798	
3510	0.00014751942	5.2617097E-6	28.036405	5.0797794	5.2001441E-6	28.368334	5.0320432	
3513.75	0.00014256715	5.1224263E-6	27.831957	4.9725834	5.205165E-6	27.389554	5.0367495	
3517.5	0.00015177422	5.0701653E-6	29.934768	4.932846	5.208406E-6	29.140244	5.0400771	
3521.25	0.00015267549	5.3190042E-6	28.703774	5.1266979	5.2214766E-6	29.239908	5.0510321	
3525	0.00016883387	5.3331124E-6	31.657663	5.1384774	5.2378835E-6	32.233224	5.0645801	
3528.75	0.00017251846	5.1967811E-6	33.197177	5.0334973	5.2411504E-6	32.916145	5.0679346	
3532.5	0.00011528444	5.2242201E-6	22.067301	5.0556109	5.2266578E-6	22.057009	5.0575032	
3536.25	6.7183178E-5	5.183744E-6	12.960358	5.0249991	5.2081161E-6	12.899708	5.0439232	
3540	7.0887672E-5	5.3978919E-6	13.132473	5.1921209	5.2055556E-6	13.617696	5.0427484	
3543.75	5.4850299E-5	5.4283623E-6	10.104392	5.2166327	5.2069523E-6	10.534051	5.0446463	
3547.5	8.0585641E-6	5.1135154E-6	1.5759343	4.9728648	5.1916096E-6	1.5522285	5.0335388	
3551.25	8.8377354E-6	5.1604059E-6	1.7126047	5.0101006	5.1737085E-6	1.7082013	5.0204379	
3555	2.3471206E-5	5.2470971E-6	4.4731792	5.0782854	5.1630575E-6	4.5459896	5.0129659	
3558.75	2.9771978E-5	5.0998161E-6	5.8378532	4.964606	5.1473879E-6	5.7839003	5.0015884	
3562.5	5.5911821E-5	4.9738437E-6	11.24117	4.8674487	5.1272412E-6	10.904855	4.986724	
3566.25	8.2400903E-5	5.0033581E-6	16.469119	4.8911754	5.1189904E-6	16.097101	4.9811041	
3570	6.9899693E-5	5.0899173E-6	13.732972	4.9592837	5.1119611E-6	13.673753	4.9764309	
3573.75	4.6085696E-5	5.1964055E-6	8.8687644	5.0429231	5.1026733E-6	9.0316768	4.9699973	
3577.5	8.3900546E-5	5.0406439E-6	16.644807	4.9225172	5.0999296E-6	16.451314	4.9686521	
3581.25	0.00011806174	5.0251229E-6	23.494299	4.9112159	5.1034965E-6	23.133501	4.9722166	
3585	0.0001005331	5.1403948E-6	19.557467	5.001729	5.1111552E-6	19.66935	4.9789663	
3588.75	0.00011124735	5.1213276E-6	21.722365	4.9876743	5.1121627E-6	21.761308	4.9805381	
3592.5	0.0001470997	5.1568909E-6	28.524882	5.0161585	5.1029618E-6	28.826338	4.9741588	
3596.25	0.00019933089	5.1382587E-6	38.793472	5.0024369	5.1134467E-6	38.981709	4.9831096	
3600	0.00027162103	5.0133508E-6	54.179537	4.905909	5.1262581E-6	52.986217	4.9938753	
3603.75	0.00028592785	5.0342334E-6	56.796702	4.9229499	5.136023E-6	55.671062	5.0022699	
3607.5	0.00028557923	5.186067E-6	55.066629	5.0420608	5.1537054E-6	55.412409	5.0168379	
3611.25	0.00032999552	5.1754344E-6	63.761897	5.0345653	5.1619197E-6	63.928836	5.0240298	
3615	0.00037040746	5.2314644E-6	70.80378	5.0790439	5.1638331E-6	71.731106	5.0263108	
3618.75	0.0003698301	5.3811135E-6	68.72743	5.1965496	5.1739485E-6	71.479279	5.0349885	
3622.5	0.00035993292	5.2889355E-6	68.053944	5.1254711	5.1868229E-6	69.393716	5.0458214	
3626.25	0.00035545346	5.1698516E-6	68.755061	5.0333733	5.202389E-6	68.325045	5.058758	
3630	0.00035052082	5.1376152E-6	68.226367	5.0090084	5.2316883E-6	66.99956	5.082416	
3633.75	0.0003183989	5.2455277E-6	60.699117	5.0940171	5.2526534E-6	60.616773	5.0995785	
3637.5	0.00029690889	5.2047694E-6	57.045542	5.0630021	5.2593802E-6	56.453209	5.105633	
3641.25	0.00029488434	5.0223929E-6	58.713913	4.9214022	5.2673734E-6	55.983185	5.112679	
3645	0.00028468087	5.1642955E-6	55.124822	5.0329886	5.2733744E-6	53.984574	5.1181724	
3648.75	0.00026673612	5.3665957E-6	49.703039	5.1917954	5.2806911E-6	50.511593	5.1246961	
3652.5	0.00027490576	5.2745025E-6	52.119753	5.1206722	5.2762788E-6	52.102206	5.1220599	
3656.25	0.00027378196	5.3890223E-6	50.803643	5.2109688	5.2625436E-6	52.024645	5.1121387	
3660	0.00023480949	5.2556039E-6	44.677928	5.1075256	5.2621758E-6	44.62213	5.1126618	
3663.75	0.00021834439	5.1531109E-6	42.371374	5.0282172	5.2672586E-6	41.453136	5.1174472	
3667.5	0.00023359299	5.463112E-6	42.758228	5.2713917	5.2568484E-6	44.435937	5.1101223	
3671.25	0.00024594933	5.5594852E-6	44.239587	5.3476036	5.2531311E-6	46.819569	5.1080299	
3675	0.0002719399	5.3318256E-6	51.00315	5.1703984	5.2633647E-6	51.666551	5.1168503	
3678.75	0.0002763901	5.2746696E-6	52.399509	5.126514	5.2754419E-6	52.391838	5.1271182	
3682.5	0.00024443175	5.2713781E-6	46.369611	5.124762	5.2824739E-6	46.272212	5.1334443	
3686.25	0.00020524857	5.0737887E-6	40.452724	4.9709461	5.2816001E-6	38.861059	5.1335874	
3690	0.00020476215	5.0123195E-6	40.851776	4.9236245	5.2792368E-6	38.786316	5.1325664	
3693.75	0.00022103548	5.1738161E-6	42.721943	5.0508574	5.2660476E-6	41.973695	5.1230703	
3697.5	0.00018425837	5.2029184E-6	35.414427	5.0744633	5.2500816E-6	35.096287	5.1113974	
3701.25	0.00014641328	5.1914362E-6	28.202847	5.0662916	5.2478251E-6	27.899802	5.1104593	
3705	0.00016636237	5.1604727E-6	32.237817	5.0428555	5.243213E-6	31.72909	5.1076766	
3708.75	0.00017363429	5.3534265E-6	32.434233	5.1948696	5.2335406E-6	33.177212	5.1009287	
3712.5	0.00017191854	5.4234184E-6	31.699295	5.2505754	5.2399241E-6	32.809357	5.1067627	
3716.25	0.00017021161	5.1396607E-6	33.117286	5.0289991	5.2255766E-6	32.572791	5.0963489	
3720	0.00016716896	5.0899637E-6	32.842859	4.9908518	5.1946708E-6	32.180858	5.0729487	
3723.75	0.00018582156	5.3446467E-6	34.767791	5.1913911	5.1903473E-6	35.801373	5.0703861	
3727.5	0.00021274347	5.2768178E-6	40.316623	5.1390401	5.1946043E-6	40.954702	5.0745533	
3731.25	0.00021678583	5.156559E-6	42.040793	5.0455346	5.18183E-6	41.835766	5.0653607	
3735	0.00020101007	5.0240196E-6	40.009809	4.9423546	5.1624208E-6	38.937172	5.0509581	
3738.75	0.00020018831	4.9344456E-6	40.569565	4.8728545	5.1278322E-6	39.03956	5.0246361	
3742.5	0.00021207853	4.9431706E-6	42.903342	4.8804928	5.0604269E-6	41.909218	4.9725415	
3746.25	0.00021962084	4.9773368E-6	44.124166	4.9081101	4.9768032E-6	44.128897	4.9076912	
3750	0.00022102493	5.0953487E-6	43.377784	5.0015858	4.8949654E-6	45.153523	4.8442166	
3753.75	0.00021806214	4.8941368E-6	44.555791	4.8443486	4.8006366E-6	45.423588	4.7709041	
3757.5	0.00019894918	4.585381E-6	43.38771	4.6025538	4.6946024E-6	42.378281	4.6883647	
3761.25	0.00017003447	4.6565334E-6	36.515248	4.6591996	4.5689273E-6	37.215404	4.590357	
3765	0.00017797379	4.5457915E-6	39.151332	4.5729025	4.4289942E-6	40.183794	4.4811021	
3768.75	0.00019131078	4.1628135E-6	45.957087	4.2725538	4.2737476E-6	44.764174	4.3597635	
3772.5	0.0001635182	4.2200643E-6	38.747798	4.318234	4.0823729E-6	40.054695	4.2099673	
3776.25	0.0001356919	4.2210116E-6	32.146773	4.3196513	3.8641597E-6	35.115501	4.039002	
3780	0.00014247514	3.7565799E-6	37.926822	3.9549928	3.641773E-6	39.122465	3.8646836	
3783.75	0.00013419068	3.4109424E-6	39.341232	3.6836505	3.405288E-6	39.406557	3.6792017	
3787.5	0.00011443959	3.1952097E-6	35.815986	3.5144244	3.1534956E-6	36.289756	3.4815981	
3791.25	7.6094327E-5	2.8464423E-6	26.733135	3.2404186	2.8882889E-6	26.345816	3.2733558	
3795	3.3293705E-5	2.661075E-6	12.511374	3.0949389	2.6125055E-6	12.743975	3.0567024	
3798.75	-2.1557013E-5	2.6225779E-6	-8.2197799	3.0650473	2.3380248E-6	-9.2201813	2.840987	
3802.5	-7.2869043E-5	2.3567737E-6	-30.918982	2.8561231	2.0715338E-6	-35.176373	2.6314768	
3806.25	-4.5540596E-5	1.9081839E-6	-23.865936	2.5031291	1.8186468E-6	-25.040924	2.4325983	
3810	-8.624649E-6	1.5853423E-6	-5.4402439	2.2490684	1.5704157E-6	-5.4919528	2.2373079	
3813.75	-2.4062461E-5	1.1743675E-6	-20.48972	1.9254526	1.3265582E-6	-18.139017	2.0453855	
3817.5	-1.2015249E-5	8.5620093E-7	-14.033212	1.6748587	1.1079774E-6	-10.844308	1.8733092	
3821.25	-1.8083621E-6	6.6801196E-7	-2.7070805	1.5266332	9.1246441E-7	-1.981844	1.7193495	
3825	-3.136876E-5	4.6825911E-7	-66.990176	1.36923	7.2595085E-7	-43.210584	1.5724242	
3828.75	-9.3772901E-6	3.7001621E-7	-25.342917	1.2918222	5.6905757E-7	-16.478632	1.4488009	
3832.5	5.3135616E-5	3.2927789E-7	161.37013	1.2597447	4.457328E-7	119.20957	1.351608	
3836.25	4.6702481E-5	2.4241463E-7	192.65537	1.1912624	3.3858112E-7	137.93587	1.2671367	
3840	-3.7940759E-6	1.6730109E-7	-22.678131	1.132025	2.484654E-7	-15.270037	1.1960755	
3843.75	-3.5176998E-5	1.2791398E-7	-275.00511	1.1009629	1.7725863E-7	-198.45013	1.1399108	
3847.5	-4.8907497E-5	9.6878002E-8	-504.83594	1.0764813	1.1758716E-7	-415.92548	1.0928304	
3851.25	-4.6048921E-5	1.1692132E-7	-393.84538	1.0923231	7.7001271E-8	-598.02807	1.0608015	
3855	-2.6085853E-6	8.7520717E-8	-29.805346	1.0691216	6.3394428E-8	-41.148495	1.0500673	
3858.75	7.3027545E-5	5.2905888E-8	1380.3293	1.041792	6.5984213E-8	1106.7427	1.052123	
3862.5	0.00010808272	1.1718765E-7	922.30474	1.0925886	7.4864134E-8	1443.7183	1.0591493	
3866.25	0.00012737407	1.7932136E-7	710.31179	1.1417078	9.0664116E-8	1404.9006	1.0716469	
3870	0.00015633647	1.8236484E-7	857.27308	1.1441415	1.0175138E-7	1536.4555	1.0804245	
3873.75	0.00016523995	1.8371281E-7	899.44712	1.1452358	1.1209353E-7	1474.1257	1.0886165	
3877.5	0.00015467652	1.48369E-7	1042.5124	1.1173177	1.2414837E-7	1245.9005	1.0981661	
3881.25	0.00014019627	1.4666349E-7	955.90438	1.1159921	1.317893E-7	1063.791	1.1042285	
3885	0.00013483992	1.8484358E-7	729.4812	1.1462167	1.4015205E-7	962.09738	1.1108644	
3888.75	0.00014280895	2.0136768E-7	709.19498	1.1593193	1.4909105E-7	957.86401	1.1179588	
3892.5	0.00013119363	1.4007205E-7	936.6153	1.1108451	1.5462927E-7	848.43982	1.1223648	
3896.25	9.8546016E-5	1.0162609E-7	969.69208	1.0804371	1.5903943E-7	619.63258	1.1258797	
3900	7.4810912E-5	1.2152883E-7	615.5816	1.0962091	1.6191686E-7	462.03288	1.1281826	
3903.75	4.75933E-5	1.4669629E-7	324.43425	1.1161562	1.6123467E-7	295.18031	1.1276679	
3907.5	2.8659547E-5	1.5308259E-7	187.21624	1.1212369	1.60399E-7	178.6766	1.1270313	
3911.25	-1.4851039E-5	1.6070426E-7	-92.412228	1.1272983	1.5804043E-7	-93.969872	1.1251882	
3915	-8.6796717E-5	1.7884154E-7	-485.32751	1.1416935	1.5424915E-7	-562.70466	1.1222093	
3918.75	-9.1771543E-5	1.56572E-7	-586.12999	1.1240742	1.5061685E-7	-609.30461	1.1193551	
3922.5	-5.6061161E-5	1.4525808E-7	-385.94176	1.1151315	1.4915873E-7	-375.84901	1.1182231	
3926.25	-4.6555447E-5	1.97405E-7	-235.83722	1.1564941	1.4963546E-7	-311.12576	1.1186245	
3930	-3.613564E-5	1.6885228E-7	-214.00741	1.1338853	1.5020852E-7	-240.56984	1.1191024	
3933.75	-3.6166807E-5	1.3492495E-7	-268.05129	1.1070051	1.4815093E-7	-244.12136	1.1174943	
3937.5	-3.7943257E-5	1.5435853E-7	-245.81251	1.1224417	1.4568392E-7	-260.44917	1.1155607	
3941.25	-3.9877973E-6	1.2627507E-7	-31.580241	1.1001849	1.4562292E-7	-27.384407	1.1155353	
3945	3.8053293E-5	1.3134387E-7	289.72265	1.1042272	1.4852099E-7	256.21491	1.117858	
3948.75	3.8875727E-5	1.600482E-7	242.90012	1.1270306	1.4977737E-7	259.55674	1.1188786	
3952.5	-5.9696262E-6	1.3389292E-7	-44.585077	1.1062922	1.5034817E-7	-39.705348	1.1193554	
3956.25	-4.0469353E-5	1.2399419E-7	-326.38103	1.0984536	1.5102391E-7	-267.96654	1.1199157	
3960	-1.7778908E-5	1.5121119E-7	-117.57667	1.1200884	1.5003825E-7	-118.49583	1.1191568	
3963.75	-1.5826588E-5	1.6294695E-7	-97.127242	1.1294344	1.5012351E-7	-105.42378	1.1192483	
3967.5	-6.5351951E-5	1.5516729E-7	-421.17092	1.1232794	1.5324583E-7	-426.45173	1.1217528	
3971.25	-6.337377E-5	1.2372462E-7	-512.21632	1.098318	1.5453415E-7	-410.09558	1.1228008	
3975	-5.1205705E-5	1.517225E-7	-337.49578	1.1205906	1.537549E-7	-333.03463	1.122206	
3978.75	-8.8804829E-5	1.6553818E-7	-536.46132	1.1315978	1.5511025E-7	-572.52714	1.1233079	
3982.5	-8.2877132E-5	1.4062557E-7	-589.34612	1.1118154	1.5727248E-7	-526.96527	1.1250518	
3986.25	-9.0355787E-5	1.4716257E-7	-613.98622	1.1170366	1.5811241E-7	-571.4655	1.1257448	
3990	-0.00013058913	1.7309605E-7	-754.43158	1.1376887	1.5798119E-7	-826.61187	1.1256656	
3993.75	-0.00012334182	1.8715633E-7	-659.03096	1.1489027	1.5599837E-7	-790.66093	1.1241133	
3997.5	-0.00011793529	1.9124737E-7	-616.66358	1.1521881	1.5240194E-7	-773.84376	1.1212762	
4001.25	-0.00013605666	1.7192678E-7	-791.36399	1.1368409	1.497844E-7	-908.34997	1.1192172	
4005	-0.00014588018	1.5892538E-7	-917.91622	1.1265181	1.4749165E-7	-989.07418	1.1174159	
4008.75	-0.00015753154	1.2499193E-7	-1260.3338	1.0995242	1.4417573E-7	-1092.6356	1.1147992	
4012.5	-0.00014660593	1.1754245E-7	-1247.2594	1.0936114	1.3787695E-7	-1063.3099	1.1098059	
4016.25	-0.00014198395	1.6020091E-7	-886.28677	1.1276104	1.3434904E-7	-1056.8289	1.1070177	
4020	-0.00015542692	1.4422636E-7	-1077.6596	1.1149087	1.3389394E-7	-1160.8212	1.1066766	
4023.75	-0.00013765607	8.2790212E-8	-1662.7095	1.0659743	1.2963946E-7	-1061.8377	1.1033078	
4027.5	-0.00011663406	1.2375694E-7	-942.44458	1.0986399	1.2218182E-7	-954.59421	1.0973845	
4031.25	-9.1546967E-5	1.4383687E-7	-636.46386	1.1146676	1.1811067E-7	-775.09483	1.0941585	
4035	-5.960317E-5	8.3966338E-8	-709.846	1.0669519	1.1506204E-7	-518.00897	1.0917466	
4038.75	-4.6160323E-5	1.0599494E-7	-435.49554	1.0845338	1.1174408E-7	-413.08966	1.0891189	
4042.5	-4.0555611E-5	1.060884E-7	-382.2813	1.0846254	1.1130052E-7	-364.37936	1.0887831	
4046.25	-3.5679159E-5	8.3013113E-8	-429.80149	1.0662319	1.1402437E-7	-312.90819	1.0909742	
4050	-2.3019032E-5	1.2489526E-7	-184.30668	1.0996676	1.1581814E-7	-198.75152	1.092424	
4053.75	4.5966866E-7	1.2694699E-7	3.6209497	1.1013253	1.1703262E-7	3.927697	1.093412	
4057.5	5.2171994E-5	1.0260868E-7	508.45593	1.0819157	1.1557999E-7	451.39295	1.0922711	
4061.25	0.00014214645	1.1507305E-7	1235.2714	1.091885	1.1309684E-7	1256.856	1.090307	
4065	0.00016894414	1.0660208E-7	1584.8109	1.0851381	1.1563154E-7	1461.0558	1.0923496	
4068.75	0.00015920888	1.4935113E-7	1066.0038	1.1193039	1.1933375E-7	1334.1479	1.0953256	
4072.5	0.00020525298	1.2181053E-7	1685.0183	1.0973237	1.21195E-7	1693.5763	1.0968319	
4076.25	0.00023336139	6.900659E-8	3381.7262	1.0551457	1.22755E-7	1901.0336	1.0980981	
4080	0.0001692079	1.313534E-7	1288.1882	1.1049906	1.2314222E-7	1374.0852	1.0984274	
4083.75	0.00013723909	1.7268237E-7	794.74869	1.1380527	1.2326695E-7	1113.3486	1.098547	
4087.5	0.00017508103	1.4351979E-7	1219.9086	1.1147616	1.2227372E-7	1431.8778	1.0977727	
4091.25	0.00015314025	1.4886609E-7	1028.7115	1.1190606	1.1959366E-7	1280.5047	1.095649	
4095	0.00010678118	1.429532E-7	746.96601	1.1143547	1.1924999E-7	895.43975	1.0953934	
4098.75	6.8204217E-5	9.4497633E-8	721.75582	1.0756082	1.1891579E-7	573.55055	1.0951453	
4102.5	3.9295504E-5	4.8789154E-8	805.41474	1.0390444	1.1504774E-7	341.55824	1.0920691	
4106.25	5.2811785E-5	7.4708651E-8	706.90321	1.059799	1.1192685E-7	471.84197	1.0895896	
4110	7.2715132E-5	9.8280403E-8	739.87418	1.0786825	1.0888004E-7	667.8463	1.0871685	
4113.75	6.6540923E-5	1.5208685E-7	437.51923	1.1217841	1.0375712E-7	641.3143	1.0830839	
4117.5	6.304285E-5	1.9096479E-7	330.12814	1.1529466	9.847742E-8	640.17569	1.0788721	
4121.25	4.4711499E-5	7.9368829E-8	563.33827	1.0635806	9.4816731E-8	471.55706	1.0759555	
4125	1.4273386E-5	3.2359569E-8	441.08701	1.0259277	9.5204141E-8	149.924	1.0762813	
4128.75	-4.5319651E-5	9.4964906E-8	-477.22525	1.076105	9.3821239E-8	-483.04256	1.0751884	
4132.5	-0.00010175837	9.2441703E-8	-1100.7842	1.0740978	8.6624296E-8	-1174.7093	1.0694348	
4136.25	-9.4742472E-5	4.8185357E-8	-1966.2088	1.0386314	7.9857223E-8	-1186.3983	1.0640235	
4140	-7.8048116E-5	7.0763071E-8	-1102.9498	1.056744	7.6149805E-8	-1024.9286	1.0610635	
4143.75	-3.7761898E-5	1.1145858E-7	-338.79758	1.0893952	6.9223252E-8	-545.50888	1.0555204	
4147.5	3.0537622E-5	9.0429867E-8	337.69399	1.0725438	6.3484856E-8	481.02215	1.0509282	
4151.25	6.7630935E-5	5.0513162E-8	1338.8775	1.0405304	6.1984372E-8	1091.0966	1.0497345	
4155	4.8828539E-5	2.9775653E-8	1639.8814	1.023896	6.1131581E-8	798.7449	1.0490602	
4158.75	7.8293884E-6	5.3342807E-8	146.77496	1.0428181	5.6086301E-8	139.59538	1.0450203	
4162.5	-5.6601007E-6	6.2615288E-8	-90.394868	1.0502712	4.9779187E-8	-113.70416	1.0399656	
4166.25	-3.5855272E-5	5.840466E-8	-613.91116	1.0469001	4.7393353E-8	-756.54644	1.0380578	
4170	-1.9399635E-5	7.0425216E-8	-275.46434	1.0565643	4.6751674E-8	-414.95061	1.0375501	
4173.75	7.7469721E-5	8.1327957E-8	952.55953	1.0653343	4.5017065E-8	1720.8967	1.0361642	
4177.5	8.5732412E-5	3.6790222E-8	2330.3043	1.0295612	4.3208183E-8	1984.1707	1.034718	
4181.25	2.5674351E-5	-1.700297E-8	-1509.9921	0.98633526	4.2721279E-8	600.97336	1.0343337	
4185	3.4623638E-5	-2.8289551E-8	-1223.902	0.97726002	4.1422274E-8	835.87004	1.0332965	
4188.75	6.4997222E-5	8.5320878E-9	7617.974	1.0068597	3.8655423E-8	1681.4516	1.0310786	
4192.5	3.4646599E-5	4.3798731E-8	791.04116	1.0352209	3.5909436E-8	964.83273	1.0288767	
4196.25	2.682592E-5	3.3244631E-8	806.92488	1.0267392	3.1560967E-8	849.97142	1.025385	
4200	8.0456893E-5	9.0152023E-8	892.45799	1.0725253	2.9568716E-8	2721.0141	1.0237874	
4203.75	0.00012002972	1.0361699E-7	1158.398	1.0833743	2.9406827E-8	4081.6956	1.0236619	
4207.5	0.00012116491	4.3901108E-8	2759.951	1.0353317	2.6514991E-8	4569.6756	1.0213393	
4211.25	8.4050311E-5	-1.0362829E-8	-8110.7493	0.9916583	2.429098E-8	3460.145	1.0195533	
4215	6.0515426E-5	1.0508371E-8	5758.7825	1.0084606	2.475409E-8	2444.6637	1.0199301	
4218.75	8.2175896E-5	4.6087095E-8	1783.0565	1.0371134	2.4136957E-8	3404.5674	1.0194372	
4222.5	9.607431E-5	-1.2497737E-8	-7687.3364	0.98993371	2.42044E-8	3969.2911	1.0194954	
4226.25	0.00011553638	3.4501007E-9	33487.827	1.0027794	2.4796787E-8	4659.3285	1.0199766	
4230	0.00014608997	9.3227109E-8	1567.0332	1.0751199	2.6460156E-8	5521.1305	1.0213209	
4233.75	0.00011642208	2.6808651E-8	4342.7054	1.021606	2.9662729E-8	3924.8606	1.0239062	
4237.5	4.8139647E-5	-5.5874565E-8	-861.56639	0.95495967	2.8227413E-8	1705.4218	1.022754	
4241.25	-1.4993224E-5	-3.3082033E-9	4532.1352	0.99733273	2.1812541E-8	-687.36718	1.0175866	
4245	-5.7576646E-5	2.9134492E-8	-1976.2365	1.0234947	1.7250938E-8	-3337.595	1.0139115	
4248.75	-6.810842E-5	-9.5858841E-9	7105.0744	0.99226819	1.4192004E-8	-4799.0701	1.011447	
4252.5	-8.1677743E-5	4.0082529E-8	-2037.7393	1.0323364	1.032492E-8	-7910.7385	1.0083296	
4256.25	-2.3283923E-5	5.1809135E-8	-449.41732	1.0418052	9.4269265E-9	-2469.9378	1.0076067	
4260	8.1132094E-5	2.0467018E-8	3964.0407	1.0165183	1.0334103E-8	7850.9084	1.0083403	
4263.75	0.00012969652	4.9351755E-8	2628.0021	1.0398383	1.0794954E-8	12014.55	1.008714	
4267.5	0.00010839047	2.272257E-8	4770.1675	1.0183461	9.8606362E-9	10992.239	1.0079614	
4271.25	9.6995379E-5	-1.1849047E-8	-8185.9223	0.99043124	9.3010698E-9	10428.411	1.0075111	
4275	0.00011536545	1.678976E-8	6871.1792	1.0135614	1.0750321E-8	10731.349	1.0086832	
4278.75	0.00010259556	5.109151E-9	20080.744	1.0041276	9.2658786E-9	11072.405	1.0074857	
4282.5	0.00010400725	1.2197272E-8	8527.0908	1.0098559	6.016602E-9	17286.709	1.0048617	
4286.25	0.00013681521	1.4298669E-8	9568.3876	1.0115562	9.0804694E-9	15066.975	1.0073389	
4290	0.00011655145	-5.5285852E-8	-2108.1606	0.95530881	1.2220879E-8	9537.0765	1.0098789	
4293.75	2.2239392E-5	-3.9417926E-8	-564.19488	0.96812951	1.3387871E-8	1661.1597	1.0108245	
4297.5	-4.4612974E-5	2.282821E-8	-1954.2914	1.0184609	1.6284105E-8	-2739.6639	1.0131688	
4301.25	-5.6898491E-5	1.0479221E-8	-5429.6491	1.0084761	1.7494484E-8	-3252.3675	1.0141504	
4305	-6.1304155E-5	1.274533E-8	-4809.9306	1.0103112	1.3399634E-8	-4575.062	1.0108405	
4308.75	-3.9159475E-5	2.4670536E-8	-1587.2973	1.0199628	1.1967163E-8	-3272.2438	1.0096835	
4312.5	-1.9223852E-5	3.6201386E-8	-531.02531	1.0292992	1.1681802E-8	-1645.6238	1.0094545	
4316.25	-1.1403487E-5	4.6822602E-8	-243.54663	1.0379029	1.2161649E-8	-937.65959	1.0098449	
4320	2.3278544E-5	2.8178839E-8	826.10018	1.0228154	1.4417378E-8	1614.617	1.0116732	
4323.75	2.5812071E-5	8.8446742E-9	2918.3745	1.0071626	1.3318276E-8	1938.094	1.0107855	
4327.5	-2.4019204E-6	1.4617675E-8	-164.31618	1.0118401	1.1307556E-8	-212.41728	1.009159	
4331.25	6.1971774E-6	1.1843913E-8	523.23734	1.0095953	1.1299804E-8	548.43227	1.0091545	
4335	-1.1543962E-6	1.6248808E-8	-71.044981	1.0131666	1.091776E-8	-105.73563	1.0088468	
4338.75	-1.9912872E-5	6.5411512E-8	-304.42458	1.0530143	1.2994329E-8	-1532.4279	1.0105316	
4342.5	-4.0198557E-5	4.8593045E-8	-827.24919	1.0393913	1.6833129E-8	-2388.0621	1.0136455	
4346.25	-0.00011873495	6.5800815E-9	-18044.602	1.0053351	1.598343E-8	-7428.6278	1.0129593	
4350	-0.00019543421	-4.9353597E-8	3959.8776	0.95997618	1.4150367E-8	-13811.246	1.0114754	
4353.75	-0.00022007291	-7.3285676E-8	3002.9457	0.94055632	1.3761547E-8	-15991.873	1.0111623	
4357.5	-0.00026057188	-3.425643E-8	7606.5103	0.97220827	1.3066891E-8	-19941.384	1.010601	
4361.25	-0.00026362261	2.5977657E-8	-10148.052	1.0210795	8.585643E-9	-30705.051	1.0069668	
